year,age,pob,sex
1950,0,56686.0372,m
1950,1,55081.33906,m
1950,2,53482.00945,m
1950,3,51889.54664,m
1950,4,50305.4489,m
1950,5,48731.2145,m
1950,6,47168.34171,m
1950,7,45618.32882,m
1950,8,44082.67408,m
1950,9,42562.87578,m
1950,10,41083.18547,m
1950,11,39667.85471,m
1950,12,38204.61535,m
1950,13,36649.4591,m
1950,14,35072.14409,m
1950,15,33550.70601,m
1950,16,32026.66086,m
1950,17,30801.41828,m
1950,18,30019.19435,m
1950,19,29524.29382,m
1950,20,29017.5561,m
1950,21,28559.71422,m
1950,22,27992.61236,m
1950,23,27207.55684,m
1950,24,26278.26139,m
1950,25,25430.60464,m
1950,26,24671.5764,m
1950,27,23751.84339,m
1950,28,22586.71534,m
1950,29,21305.10455,m
1950,30,20050.50114,m
1950,31,18710.07216,m
1950,32,17852.48692,m
1950,33,17748.38412,m
1950,34,18100.48389,m
1950,35,18389.34734,m
1950,36,18777.03782,m
1950,37,18714.06615,m
1950,38,17893.13571,m
1950,39,16599.91033,m
1950,40,15435.12181,m
1950,41,14287.94942,m
1950,42,13291.82225,m
1950,43,12576.63659,m
1950,44,12068.74715,m
1950,45,11503.79326,m
1950,46,10861.66411,m
1950,47,10533.79169,m
1950,48,10665.12829,m
1950,49,11057.67384,m
1950,50,11438.03605,m
1950,51,11944.36546,m
1950,52,11932.53747,m
1950,53,11080.97461,m
1950,54,9719.995291,m
1950,55,8448.997298,m
1950,56,7085.103301,m
1950,57,6177.78519,m
1950,58,6040.719431,m
1950,59,6377.291472,m
1950,60,6616.625168,m
1950,61,6920.193589,m
1950,62,6897.991728,m
1950,63,6313.695414,m
1950,64,5390.545543,m
1950,65,4562.491419,m
1950,66,3712.004267,m
1950,67,3111.739097,m
1950,68,2931.172041,m
1950,69,3014.626074,m
1950,70,3054.122573,m
1950,71,3131.8667,m
1950,72,3073.321857,m
1950,73,2767.291695,m
1950,74,2316.531333,m
1950,75,1918.180706,m
1950,76,1512.637994,m
1950,77,1244.217737,m
1950,78,1198.066591,m
1950,79,1289.400903,m
1950,80,1361.364291,m
1950,81,1461.016738,m
1950,82,1456.105513,m
1950,83,1270.048181,m
1950,84,975.6895692,m
1950,85,735.5308644,m
1950,86,532.7605366,m
1950,87,350.5670562,m
1950,88,202.0243459,m
1950,89,100.2063287,m
1950,90,58.18692733,m
1950,91,89.04006477,m
1950,92,205.8396639,m
1950,93,421.6596475,m
1950,94,749.5739384,m
1950,95,1355.535224,m
1951,0,58110.35141,m
1951,1,56632.7211,m
1951,2,55124.66026,m
1951,3,53590.72679,m
1951,4,52035.47861,m
1951,5,50463.47363,m
1951,6,48879.26974,m
1951,7,47287.42487,m
1951,8,45692.49692,m
1951,9,44099.0438,m
1951,10,42533.8621,m
1951,11,41023.74842,m
1951,12,39462.06723,m
1951,13,37808.89908,m
1951,14,36135.51794,m
1951,15,34516.11939,m
1951,16,32891.46693,m
1951,17,31585.09057,m
1951,18,30751.37577,m
1951,19,30225.73584,m
1951,20,29689.96717,m
1951,21,29208.63268,m
1951,22,28619.6973,m
1951,23,27810.63054,m
1951,24,26857.73355,m
1951,25,25990.53014,m
1951,26,25211.9461,m
1951,27,24285.3655,m
1951,28,23131.70962,m
1951,29,21871.51782,m
1951,30,20638.09777,m
1951,31,19325.21543,m
1951,32,18468.65196,m
1951,33,18323.10456,m
1951,34,18608.25775,m
1951,35,18834.73294,m
1951,36,19155.16672,m
1951,37,19050.52883,m
1951,38,18230.61988,m
1951,39,16964.96291,m
1951,40,15821.80263,m
1951,41,14697.71687,m
1951,42,13711.95401,m
1951,43,12984.37162,m
1951,44,12449.26852,m
1951,45,11861.05539,m
1951,46,11196.81349,m
1951,47,10844.941,m
1951,48,10951.06589,m
1951,49,11318.05199,m
1951,50,11672.95014,m
1951,51,12154.12812,m
1951,52,12120.88089,m
1951,53,11253.48702,m
1951,54,9881.452379,m
1951,55,8599.188751,m
1951,56,7222.035093,m
1951,57,6313.113512,m
1951,58,6191.500008,m
1951,59,6553.117966,m
1951,60,6816.654259,m
1951,61,7148.578905,m
1951,62,7135.431545,m
1951,63,6529.086484,m
1951,64,5564.69334,m
1951,65,4698.671519,m
1951,66,3807.510053,m
1951,67,3179.870373,m
1951,68,2994.982773,m
1951,69,3088.600546,m
1951,70,3134.913852,m
1951,71,3220.285252,m
1951,72,3163.938895,m
1951,73,2849.972735,m
1951,74,2385.100072,m
1951,75,1974.965665,m
1951,76,1558.075856,m
1951,77,1280.763488,m
1951,78,1229.971225,m
1951,79,1319.452977,m
1951,80,1389.200051,m
1951,81,1487.030256,m
1951,82,1479.857527,m
1951,83,1290.409987,m
1951,84,992.1689834,m
1951,85,749.067798,m
1951,86,544.1358431,m
1951,87,360.4025308,m
1951,88,211.0479183,m
1951,89,109.2520627,m
1951,90,68.19502113,m
1951,91,101.0568508,m
1951,92,221.0176088,m
1951,93,441.2573522,m
1951,94,774.9561384,m
1951,95,1108.590354,m
1952,0,59566.84941,m
1952,1,58226.81998,m
1952,2,56818.05349,m
1952,3,55348.38774,m
1952,4,53825.6605,m
1952,5,52257.70958,m
1952,6,50652.37276,m
1952,7,49017.48783,m
1952,8,47360.89259,m
1952,9,45690.42483,m
1952,10,44035.55135,m
1952,11,42425.73899,m
1952,12,40760.68039,m
1952,13,39004.9553,m
1952,14,37231.28858,m
1952,15,35509.49713,m
1952,16,33779.62365,m
1952,17,32388.48127,m
1952,18,31501.12694,m
1952,19,30943.64228,m
1952,20,30377.84693,m
1952,21,29872.33093,m
1952,22,29260.94499,m
1952,23,28427.11441,m
1952,24,27449.88061,m
1952,25,26562.5915,m
1952,26,25763.85565,m
1952,27,24830.66068,m
1952,28,23689.92791,m
1952,29,22453.26278,m
1952,30,21243.08647,m
1952,31,19960.19917,m
1952,32,19105.36973,m
1952,33,18916.31951,m
1952,34,19130.79597,m
1952,35,19291.43752,m
1952,36,19540.85121,m
1952,37,19392.39255,m
1952,38,18574.04807,m
1952,39,17338.18055,m
1952,40,16218.47885,m
1952,41,15119.3803,m
1952,42,14145.12041,m
1952,43,13404.91086,m
1952,44,12841.46483,m
1952,45,12229.10429,m
1952,46,11541.94941,m
1952,47,11165.07305,m
1952,48,11244.77204,m
1952,49,11584.8826,m
1952,50,11913.00015,m
1952,51,12367.6728,m
1952,52,12312.03541,m
1952,53,11428.43734,m
1952,54,10045.40569,m
1952,55,8751.888782,m
1952,56,7361.42165,m
1952,57,6451.251915,m
1952,58,6346.006451,m
1952,59,6733.884974,m
1952,60,7022.830306,m
1952,61,7384.497867,m
1952,62,7380.946627,m
1952,63,6751.748348,m
1952,64,5744.471831,m
1952,65,4838.968097,m
1952,66,3905.491714,m
1952,67,3249.393299,m
1952,68,3060.074851,m
1952,69,3164.358335,m
1952,70,3217.838591,m
1952,71,3311.206504,m
1952,72,3257.227566,m
1952,73,2935.11396,m
1952,74,2455.68236,m
1952,75,2033.408451,m
1952,76,1604.842526,m
1952,77,1318.35699,m
1952,78,1262.73409,m
1952,79,1350.237649,m
1952,80,1417.636186,m
1952,81,1513.520334,m
1952,82,1503.986199,m
1952,83,1311.073465,m
1952,84,1008.900588,m
1952,85,762.8332822,m
1952,86,555.7427405,m
1952,87,370.500155,m
1952,88,220.3924718,m
1952,89,118.7066369,m
1952,90,78.72959669,m
1952,91,113.7482971,m
1952,92,237.0496844,m
1952,93,461.9207047,m
1952,94,801.6483041,m
1952,95,906.6327092,m
1953,0,61056.0987,m
1953,1,59864.77377,m
1953,2,58563.76677,m
1953,3,57164.42743,m
1953,4,55678.10549,m
1953,5,54116.15071,m
1953,6,52489.91281,m
1953,7,50810.74153,m
1953,8,49089.98663,m
1953,9,47338.99783,m
1953,10,45590.0423,m
1953,11,43875.38721,m
1953,12,42101.79517,m
1953,13,40238.78106,m
1953,14,38360.4469,m
1953,15,36531.65478,m
1953,16,34691.76222,m
1953,17,33212.08005,m
1953,18,32268.85985,m
1953,19,31678.39215,m
1953,20,31081.5467,m
1953,21,30551.14654,m
1953,22,29916.67946,m
1953,23,29057.30867,m
1953,24,28054.97673,m
1953,25,27147.04552,m
1953,26,26327.54164,m
1953,27,25387.98176,m
1953,28,24261.69337,m
1953,29,23050.76228,m
1953,30,21865.987,m
1953,31,20615.65608,m
1953,32,19763.31172,m
1953,33,19528.62099,m
1953,34,19668.53951,m
1953,35,19759.76298,m
1953,36,19934.24072,m
1953,37,19739.72097,m
1953,38,18923.51026,m
1953,39,17719.74933,m
1953,40,16625.41623,m
1953,41,15553.28792,m
1953,42,14591.72087,m
1953,43,13838.64864,m
1953,44,13245.68854,m
1953,45,12608.26046,m
1953,46,11897.36383,m
1953,47,11494.44388,m
1953,48,11546.45966,m
1953,49,11858.33208,m
1953,50,12158.30569,m
1953,51,12585.0708,m
1953,52,12506.03859,m
1953,53,11605.85217,m
1953,54,10211.8873,m
1953,55,8907.133166,m
1953,56,7503.299794,m
1953,57,6592.254073,m
1953,58,6504.330988,m
1953,59,6919.734807,m
1953,60,7235.345244,m
1953,61,7628.198878,m
1953,62,7634.809006,m
1953,63,6981.924422,m
1953,64,5930.063321,m
1953,65,4983.507147,m
1953,66,4006.014064,m
1953,67,3320.332574,m
1953,68,3126.469889,m
1953,69,3241.941275,m
1953,70,3302.952936,m
1953,71,3404.701413,m
1953,72,3353.26661,m
1953,73,3022.788359,m
1953,74,2528.337024,m
1953,75,2093.557055,m
1953,76,1652.97627,m
1953,77,1357.027858,m
1953,78,1296.378429,m
1953,79,1381.773447,m
1953,80,1446.686462,m
1953,81,1540.496401,m
1953,82,1528.497538,m
1953,83,1332.042242,m
1953,84,1025.886763,m
1953,85,776.8296752,m
1953,86,567.5849,m
1953,87,380.8663594,m
1953,88,230.0687506,m
1953,89,128.5867708,m
1953,90,89.81511733,m
1953,91,127.1484873,m
1953,92,253.9815781,m
1953,93,483.7090868,m
1953,94,829.7257108,m
1953,95,741.4667345,m
1954,0,62578.6689,m
1954,1,61547.74932,m
1954,2,60363.42708,m
1954,3,59040.80832,m
1954,4,57594.99917,m
1954,5,56041.10578,m
1954,6,54394.23429,m
1954,7,52669.49083,m
1954,8,50881.98153,m
1954,9,49046.81255,m
1954,10,47199.18664,m
1954,11,45374.30656,m
1954,12,43486.79534,m
1954,13,41511.56586,m
1954,14,39524.01415,m
1954,15,37583.43187,m
1954,16,35628.53095,m
1954,17,34056.38854,m
1954,18,33054.99579,m
1954,19,32430.37287,m
1954,20,31801.42555,m
1954,21,31245.42479,m
1954,22,30587.23233,m
1954,23,29701.52032,m
1954,24,28673.30194,m
1954,25,27744.15428,m
1954,26,26903.24518,m
1954,27,25957.58674,m
1954,28,24847.33714,m
1954,29,23664.45103,m
1954,30,22507.33474,m
1954,31,21292.23886,m
1954,32,20443.1711,m
1954,33,20160.6199,m
1954,34,20221.94275,m
1954,35,20240.01962,m
1954,36,20335.48762,m
1954,37,20092.57757,m
1954,38,19279.09726,m
1954,39,18109.85969,m
1954,40,17042.88779,m
1954,41,15999.79821,m
1954,42,15052.16694,m
1954,43,14285.99134,m
1954,44,13662.30266,m
1954,45,12998.85384,m
1954,46,12263.35718,m
1954,47,11833.31675,m
1954,48,11856.34752,m
1954,49,12138.57128,m
1954,50,12408.98934,m
1954,51,12806.39482,m
1954,52,12702.92834,m
1954,53,11785.75812,m
1954,54,10380.92947,m
1954,55,9064.957952,m
1954,56,7647.706614,m
1954,57,6736.174523,m
1954,58,6666.568154,m
1954,59,7110.813983,m
1954,60,7454.397084,m
1954,61,7879.938529,m
1954,62,7897.299815,m
1954,63,7219.866224,m
1954,64,6121.656023,m
1954,65,5132.418567,m
1954,66,4109.143635,m
1954,67,3392.71319,m
1954,68,3194.189697,m
1954,69,3321.392139,m
1954,70,3390.314502,m
1954,71,3500.842955,m
1954,72,3452.137087,m
1954,73,3113.071082,m
1954,74,2603.124604,m
1954,75,2155.460852,m
1954,76,1702.516447,m
1954,77,1396.806541,m
1954,78,1330.928117,m
1954,79,1414.07938,m
1954,80,1476.364983,m
1954,81,1567.96811,m
1954,82,1553.397671,m
1954,83,1353.319956,m
1954,84,1043.12982,m
1954,85,791.0592555,m
1954,86,579.6659777,m
1954,87,391.5077037,m
1954,88,240.0878624,m
1954,89,138.909883,m
1954,90,101.4771945,m
1954,91,141.293226,m
1954,92,271.8614065,m
1954,93,506.6851651,m
1954,94,859.2679308,m
1954,95,606.3899005,m
1955,0,64135.13126,m
1955,1,63276.94295,m
1955,2,62218.7124,m
1955,3,60979.55958,m
1955,4,59578.60443,m
1955,5,58034.9669,m
1955,6,56367.76696,m
1955,7,54596.12454,m
1955,8,52739.1596,m
1955,9,50815.9921,m
1955,10,48864.90092,m
1955,11,46924.16496,m
1955,12,44917.10947,m
1955,13,42824.53654,m
1955,14,40723.04292,m
1955,15,38665.69254,m
1955,16,36590.5957,m
1955,17,34921.92065,m
1955,18,33859.96563,m
1955,19,33199.98053,m
1955,20,32537.85055,m
1955,21,31955.51888,m
1955,22,31272.94294,m
1955,23,30360.06335,m
1955,24,29305.14222,m
1955,25,28354.18516,m
1955,26,27491.21195,m
1955,27,26539.73896,m
1955,28,25447.19855,m
1955,29,24294.77599,m
1955,30,23167.68126,m
1955,31,21990.62092,m
1955,32,21145.66336,m
1955,33,20812.94662,m
1955,34,20791.47389,m
1955,35,20732.52641,m
1955,36,20744.74726,m
1955,37,20451.02562,m
1955,38,19640.90066,m
1955,39,18508.70646,m
1955,40,17471.17395,m
1955,41,16459.2802,m
1955,42,15526.88268,m
1955,43,14747.35766,m
1955,44,14091.68103,m
1955,45,13401.22407,m
1955,46,12640.23853,m
1955,47,12181.96239,m
1955,48,12174.66043,m
1955,49,12425.77558,m
1955,50,12665.17673,m
1955,51,13031.71907,m
1955,52,12902.74296,m
1955,53,11968.18179,m
1955,54,10552.56462,m
1955,55,9225.399447,m
1955,56,7794.679455,m
1955,57,6883.068676,m
1955,58,6832.814852,m
1955,59,7307.273356,m
1955,60,7680.190106,m
1955,61,8139.981867,m
1955,62,8168.709584,m
1955,63,7465.833637,m
1955,64,6319.444257,m
1955,65,5285.836279,m
1955,66,4214.948722,m
1955,67,3466.560422,m
1955,68,3263.256274,m
1955,69,3402.754661,m
1955,70,3479.98241,m
1955,71,3599.706172,m
1955,72,3553.922445,m
1955,73,3206.039502,m
1955,74,2680.107403,m
1955,75,2219.170635,m
1955,76,1753.503538,m
1955,77,1437.724338,m
1955,78,1366.407675,m
1955,79,1447.174952,m
1955,80,1506.686201,m
1955,81,1595.945342,m
1955,82,1578.692844,m
1955,83,1374.910254,m
1955,84,1060.631994,m
1955,85,805.5242137,m
1955,86,591.9896091,m
1955,87,402.4308775,m
1955,88,250.4612913,m
1955,89,149.6941226,m
1955,90,113.7426439,m
1955,91,156.2201273,m
1955,92,290.7398453,m
1955,93,530.9150699,m
1955,94,890.3590736,m
1955,95,495.9207128,m
1956,0,65726.05814,m
1956,1,65053.58111,m
1956,2,64131.35328,m
1956,3,62982.77939,m
1956,4,61631.26421,m
1956,5,60100.2125,m
1956,6,58413.02902,m
1956,7,56593.11852,m
1956,8,54663.88576,m
1956,9,52648.7355,m
1956,10,50589.16879,m
1956,11,48526.68664,m
1956,12,46394.21244,m
1956,13,44178.95839,m
1956,14,41958.61809,m
1956,15,39779.32635,m
1956,16,37578.64036,m
1956,17,35809.20282,m
1956,18,34684.20994,m
1956,19,33987.61999,m
1956,20,33291.1969,m
1956,21,32681.79013,m
1956,22,31974.15858,m
1956,23,31033.25884,m
1956,24,29950.78963,m
1956,25,28977.41098,m
1956,26,28091.6923,m
1956,27,27134.7071,m
1956,28,26061.62527,m
1956,29,24942.19667,m
1956,30,23847.59472,m
1956,31,22711.49695,m
1956,32,21871.52705,m
1956,33,21486.25162,m
1956,34,21377.61541,m
1956,35,21237.61122,m
1956,36,21162.17799,m
1956,37,20815.12811,m
1956,38,20009.01285,m
1956,39,18916.48903,m
1956,40,17910.56281,m
1956,41,16932.11377,m
1956,42,16016.30504,m
1956,43,15223.17906,m
1956,44,14534.20867,m
1956,45,13815.72079,m
1956,46,13028.32592,m
1956,47,12540.65917,m
1956,48,12501.62941,m
1956,49,12720.12501,m
1956,50,12926.99655,m
1956,51,13261.11923,m
1956,52,13105.52113,m
1956,53,12153.14978,m
1956,54,10726.82531,m
1956,55,9388.494216,m
1956,56,7944.255902,m
1956,57,7032.99282,m
1956,58,7003.170416,m
1956,59,7509.268246,m
1956,60,7912.935062,m
1956,61,8408.602675,m
1956,62,8449.338562,m
1956,63,7720.095191,m
1956,64,6523.628643,m
1956,65,5443.898355,m
1956,66,4323.499432,m
1956,67,3541.899829,m
1956,68,3333.691798,m
1956,69,3486.073549,m
1956,70,3572.01733,m
1956,71,3701.368239,m
1956,72,3658.708591,m
1956,73,3301.773285,m
1956,74,2759.34954,m
1956,75,2284.738663,m
1956,76,1805.97918,m
1956,77,1479.813426,m
1956,78,1402.842296,m
1956,79,1481.080174,m
1956,80,1537.664922,m
1956,81,1624.438212,m
1956,82,1604.389426,m
1956,83,1396.816789,m
1956,84,1078.395435,m
1956,85,820.2266427,m
1956,86,604.5594021,m
1956,87,413.6427014,m
1956,88,261.2009112,m
1956,89,160.958402,m
1956,90,126.6395443,m
1956,91,171.9687087,m
1956,92,310.6702656,m
1956,93,556.4685856,m
1956,94,923.0880393,m
1956,95,405.5762689,m
1957,0,67352.02244,m
1957,1,66878.9211,m
1957,2,66103.13446,m
1957,3,65052.6373,m
1957,4,63755.40438,m
1957,5,62239.41048,m
1957,6,60532.63037,m
1957,7,58663.03882,m
1957,8,56658.6106,m
1957,9,54547.32049,m
1957,10,52374.04334,m
1957,11,50183.65402,m
1957,12,47919.62685,m
1957,13,45576.13643,m
1957,14,43231.8578,m
1957,15,40925.24896,m
1957,16,38593.36739,m
1957,17,36718.77434,m
1957,18,35528.17927,m
1957,19,34793.70515,m
1957,20,34061.84811,m
1957,21,33424.60809,m
1957,22,32691.23463,m
1957,23,31721.43517,m
1957,24,30610.54246,m
1957,25,29614.1101,m
1957,26,28704.94132,m
1957,27,27742.76537,m
1957,28,26690.97357,m
1957,29,25607.18552,m
1957,30,24547.66047,m
1957,31,23455.58367,m
1957,32,22621.52454,m
1957,33,22181.20607,m
1957,34,21980.86448,m
1957,35,21755.61108,m
1957,36,21587.9413,m
1957,37,21184.9477,m
1957,38,20383.52696,m
1957,39,19333.41143,m
1957,40,18361.35032,m
1957,41,17418.69001,m
1957,42,16520.88421,m
1957,43,15713.90011,m
1957,44,14990.2821,m
1957,45,14242.70392,m
1957,46,13427.94658,m
1957,47,12909.69335,m
1957,48,12837.49182,m
1957,49,13021.8044,m
1957,50,13194.5807,m
1957,51,13494.67253,m
1957,52,13311.3019,m
1957,53,12340.68867,m
1957,54,10903.74424,m
1957,55,9554.279066,m
1957,56,8096.473768,m
1957,57,7186.004131,m
1957,58,7177.736666,m
1957,59,7716.958577,m
1957,60,8152.849381,m
1957,61,8686.083756,m
1957,62,8739.497031,m
1957,63,7982.928348,m
1957,64,6734.41631,m
1957,65,5606.747145,m
1957,66,4434.86773,m
1957,67,3618.757248,m
1957,68,3405.518621,m
1957,69,3571.394515,m
1957,70,3666.481516,m
1957,71,3805.908522,m
1957,72,3766.583965,m
1957,73,3400.354456,m
1957,74,2840.916997,m
1957,75,2352.218695,m
1957,76,1859.986196,m
1957,77,1523.106885,m
1957,78,1440.257854,m
1957,79,1515.815578,m
1957,80,1569.316319,m
1957,81,1653.457084,m
1957,82,1630.493917,m
1957,83,1419.043222,m
1957,84,1096.422199,m
1957,85,835.1685279,m
1957,86,617.3789301,m
1957,87,425.1501271,m
1957,88,272.3190002,m
1957,89,172.7224306,m
1957,90,140.1972996,m
1957,91,188.5804884,m
1957,92,331.7088782,m
1957,93,583.4193503,m
1957,94,957.5487859,m
1957,95,331.6903401,m
1958,0,69013.59703,m
1958,1,68754.25175,m
1958,2,68135.89668,m
1958,3,67191.37669,m
1958,4,65953.53665,m
1958,5,64455.22144,m
1958,6,62729.27592,m
1958,7,60808.54497,m
1958,8,58725.87345,m
1958,9,56514.10624,m
1958,10,54221.64957,m
1958,11,51896.90966,m
1958,12,49494.92461,m
1958,13,47017.41658,m
1958,14,44543.91451,m
1958,15,42104.40293,m
1958,16,39635.49826,m
1958,17,37651.18767,m
1958,18,36392.33433,m
1958,19,35618.65906,m
1958,20,34850.1962,m
1958,21,34184.35083,m
1958,22,33424.53481,m
1958,23,32424.92818,m
1958,24,31284.7053,m
1958,25,30264.56651,m
1958,26,29331.21891,m
1958,27,28364.19358,m
1958,28,27335.6085,m
1958,29,26290.22831,m
1958,30,25268.48147,m
1958,31,24223.62046,m
1958,32,23396.44273,m
1958,33,22898.50255,m
1958,34,22601.73343,m
1958,35,22286.87247,m
1958,36,22022.20177,m
1958,37,21560.54671,m
1958,38,20764.53687,m
1958,39,19759.68242,m
1958,40,18823.84048,m
1958,41,17919.4115,m
1958,42,17041.08409,m
1958,43,16219.97887,m
1958,44,15460.3097,m
1958,45,14682.54397,m
1958,46,13839.43718,m
1958,47,13289.35926,m
1958,48,13182.49158,m
1958,49,13331.0035,m
1958,50,13468.06433,m
1958,51,13732.45777,m
1958,52,13520.12469,m
1958,53,12530.825,m
1958,54,11083.35426,m
1958,55,9722.791038,m
1958,56,8251.371083,m
1958,57,7342.160679,m
1958,58,7356.617979,m
1958,59,7930.509013,m
1958,60,8400.157383,m
1958,61,8972.717237,m
1958,62,9039.505647,m
1958,63,8254.619797,m
1958,64,6952.021106,m
1958,65,5774.529417,m
1958,66,4549.127494,m
1958,67,3697.15879,m
1958,68,3478.75926,m
1958,69,3658.764285,m
1958,70,3763.438852,m
1958,71,3913.408639,m
1958,72,3877.639609,m
1958,73,3501.867466,m
1958,74,2924.877679,m
1958,75,2421.666041,m
1958,76,1915.568631,m
1958,77,1567.638718,m
1958,78,1478.680929,m
1958,79,1551.402231,m
1958,80,1601.655941,m
1958,81,1683.012568,m
1958,82,1657.012947,m
1958,83,1441.593216,m
1958,84,1114.714244,m
1958,85,850.3517367,m
1958,86,630.4517244,m
1958,87,436.9602382,m
1958,88,283.8282549,m
1958,89,185.0067512,m
1958,90,154.4467039,m
1958,91,206.0990895,m
1958,92,353.9148849,m
1958,93,611.8450667,m
1958,94,993.8406115,m
1958,95,271.2645935,m
1959,0,70711.35404,m
1959,1,70680.89414,m
1959,2,70231.53835,m
1959,3,69401.31732,m
1959,4,68228.26167,m
1959,5,66750.40204,m
1959,6,65005.76907,m
1959,7,63032.39337,m
1959,8,60868.30559,m
1959,9,58551.53635,m
1959,10,56134.18687,m
1959,11,53668.35832,m
1959,12,51121.72852,m
1959,13,48504.18698,m
1959,14,45895.97602,m
1959,15,43317.75852,m
1959,16,40705.77398,m
1959,17,38607.00871,m
1959,18,37277.14619,m
1959,19,36462.91419,m
1959,20,35656.64183,m
1959,21,34961.40504,m
1959,22,34174.43134,m
1959,23,33144.08133,m
1959,24,31973.58927,m
1959,25,30929.06998,m
1959,26,29970.78988,m
1959,27,28999.27724,m
1959,28,27995.90414,m
1959,29,26991.82445,m
1959,30,26010.67891,m
1959,31,25016.37011,m
1959,32,24197.09386,m
1959,33,23638.8557,m
1959,34,23240.75019,m
1959,35,22831.75156,m
1959,36,22465.12723,m
1959,37,21941.98697,m
1959,38,21152.13718,m
1959,39,20195.51564,m
1959,40,19298.34561,m
1959,41,18434.69269,m
1959,42,17577.38262,m
1959,43,16741.88735,m
1959,44,15944.71203,m
1959,45,15135.62235,m
1959,46,14263.14414,m
1959,47,13679.95958,m
1959,48,13536.87934,m
1959,49,13647.9171,m
1959,50,13747.58595,m
1959,51,13974.55533,m
1959,52,13732.02931,m
1959,53,12723.58525,m
1959,54,11265.6883,m
1959,55,9894.067394,m
1959,56,8408.986074,m
1959,57,7501.521432,m
1959,58,7539.921351,m
1959,59,8150.089106,m
1959,60,8655.090501,m
1959,61,9268.804869,m
1959,62,9349.695779,m
1959,63,8535.465761,m
1959,64,7176.663815,m
1959,65,5947.396488,m
1959,66,4666.354562,m
1959,67,3777.130834,m
1959,68,3553.436388,m
1959,69,3748.230628,m
1959,70,3862.954889,m
1959,71,4023.952524,m
1959,72,3991.96925,m
1959,73,3606.399267,m
1959,74,3011.301468,m
1959,75,2493.137602,m
1959,76,1972.771787,m
1959,77,1613.443885,m
1959,78,1518.138825,m
1959,79,1587.86175,m
1959,80,1634.699721,m
1959,81,1713.11554,m
1959,82,1683.953284,m
1959,83,1464.470436,m
1959,84,1133.273416,m
1959,85,865.7780071,m
1959,86,643.7812659,m
1959,87,449.0802505,m
1959,88,295.7418059,m
1959,89,197.8327772,m
1959,90,169.4200096,m
1959,91,224.5703482,m
1959,92,377.350638,m
1959,93,641.8277242,m
1959,94,1032.068452,m
1959,95,221.8469181,m
1960,0,72445.86425,m
1960,1,72660.20233,m
1960,2,72392.01744,m
1960,3,71684.85793,m
1960,4,70582.27217,m
1960,5,69127.80849,m
1960,6,67365.01527,m
1960,7,65337.44084,m
1960,8,63088.63357,m
1960,9,60662.14181,m
1960,10,58113.93161,m
1960,11,55499.96899,m
1960,12,52801.71388,m
1960,13,50037.87927,m
1960,14,47289.26657,m
1960,15,44566.3145,m
1960,16,41804.95569,m
1960,17,39586.81719,m
1960,18,38183.09654,m
1960,19,37326.91254,m
1960,20,36481.59454,m
1960,21,35756.16631,m
1960,22,34941.30516,m
1960,23,33879.24589,m
1960,24,32677.51204,m
1960,25,31607.91608,m
1960,26,30623.92398,m
1960,27,29648.30766,m
1960,28,28672.24379,m
1960,29,27712.48746,m
1960,30,26774.89272,m
1960,31,25834.61956,m
1960,32,25024.31634,m
1960,33,24403.00292,m
1960,34,23898.45882,m
1960,35,23390.61449,m
1960,36,22916.88876,m
1960,37,22329.32983,m
1960,38,21546.42316,m
1960,39,20641.12972,m
1960,40,19785.18659,m
1960,41,18964.96024,m
1960,42,18130.27229,m
1960,43,17280.11188,m
1960,44,16443.9222,m
1960,45,15602.33168,m
1960,46,14699.42388,m
1960,47,14081.80554,m
1960,48,13900.91265,m
1960,49,13972.74517,m
1960,50,14033.28751,m
1960,51,14221.04725,m
1960,52,13947.05591,m
1960,53,12918.99584,m
1960,54,11450.77944,m
1960,55,10068.14561,m
1960,56,8569.357153,m
1960,57,7664.146267,m
1960,58,7727.756463,m
1960,59,8375.873441,m
1960,60,8917.887508,m
1960,61,9574.658348,m
1960,62,9670.409872,m
1960,63,8825.772313,m
1960,64,7408.572385,m
1960,65,6125.504372,m
1960,66,4786.626787,m
1960,67,3858.700021,m
1960,68,3629.572823,m
1960,69,3839.842374,m
1960,70,3965.096896,m
1960,71,4137.626494,m
1960,72,4109.669376,m
1960,73,3714.039387,m
1960,74,3100.26028,m
1960,75,2566.691914,m
1960,76,2031.642256,m
1960,77,1660.558322,m
1960,78,1558.659588,m
1960,79,1625.216316,m
1960,80,1668.463989,m
1960,81,1743.777139,m
1960,82,1711.321838,m
1960,83,1487.678545,m
1960,84,1152.101441,m
1960,85,881.4489358,m
1960,86,657.3709768,m
1960,87,461.517512,m
1960,88,308.0732332,m
1960,89,211.2228319,m
1960,90,185.1509997,m
1960,91,244.0424282,m
1960,92,402.0818091,m
1960,93,673.453834,m
1960,94,1072.343194,m
1960,95,181.4319164,m
1961,0,74217.6963,m
1961,1,74693.56412,m
1961,2,74619.35332,m
1961,3,74044.47899,m
1961,4,73018.35622,m
1961,5,71590.40012,m
1961,6,69810.02576,m
1961,7,67726.64825,m
1961,8,65389.68268,m
1961,9,62848.54414,m
1961,10,60163.23988,m
1961,11,57393.77713,m
1961,12,54536.61024,m
1961,13,51619.97,m
1961,14,48725.04796,m
1961,15,45851.099,m
1961,16,42933.82512,m
1961,17,40591.20694,m
1961,18,39110.6779,m
1961,19,38211.10593,m
1961,20,37325.4729,m
